x y
123.1002686215909 401.4689256159395
278.0019413029539 1385.7046428629214
90.62429636131543 399.7323474885449
1187.5741519448786 1008.1090071347957
102.1367547733038 391.16904136332505
200.08979595421323 1313.8554213290784
104.21293456697916 388.4724478576252
281.80676361122926 1404.531646072582
104.10520386177875 396.6327179776441
800.9286582114673 600.5814847659203
1205.455280419579 1000.1312824220875
1502.5617576087384 804.8911749020684
997.0887576779021 515.2688064182764
1195.3413544588163 1006.9808095643142
190.97302448868484 1313.6922878907455
990.172864640877 509.6374819277129
1302.8786069039618 1501.5445561053082
801.8064853856066 597.8217323787331
1307.286054164876 1503.190252267311
321.7654954942116 1399.9894273382424
191.48755397652454 1306.8814050982865
1201.4702849103007 1004.7423044180932
1199.9202722970274 999.4192448165052
202.65904072959322 1308.1306313187736
1494.0370720444196 808.0521080984233
282.6246431073315 1404.676797310637
1201.5918520738 992.1525573956812
296.7906178523318 1413.7496274205362
97.5761438205172 386.30507237270797
1503.146905081852 786.4277004533549
1490.6933539831157 787.9368217849866
804.1873184658689 580.7294434682074
95.56651070060026 393.56804448393007
998.951692718323 491.74032164168074
825.2133047287456 602.3134452352323
992.5605677516036 490.6577886249535
206.581937812173 1306.4900316033713
1510.8779668282443 812.8366049473043
1502.2105266177177 796.5215644783985
299.02200540045334 1405.2000053079344
798.8440402323921 585.5913450913529
1207.2907373516482 1005.7649782695258
809.118850891745 599.184203608408
311.53638450519884 1402.892263682135
794.1835617743324 588.5956354170555
1296.17176033235 1495.8196450910305
1305.7892457229123 1500.9194583677051
294.07499596840955 1400.3562549768858
199.39431004324513 1293.2332321742979
996.3810265459636 500.3706456586682
985.6954729136138 489.1983084339285
1304.8193589491755 1511.1253549740773
792.4080669996008 601.7479686254472
1275.3074283365372 1499.7433968883724
1301.4462380513378 1497.117102774552
1492.9095165088013 813.8356148824557
1288.973285144865 1495.4739806097864
188.46079588599778 1317.2276662500292
110.97716890229073 405.10904988873716
1173.9926992791245 995.0001004342961
89.78927536411354 390.7208398842059
193.6717382070617 1287.1191392710211
295.5573134772636 1381.871471844866
1500.1668666639337 792.8793414383503
793.0150583883161 599.4951260909874
1210.8251703560882 994.3933687876771
1313.379746646662 1505.6634762076926
294.55442384477044 1391.980915138441
1003.0315089019741 496.4856416485042
991.4629615301659 494.5248878872983
793.6579144018102 597.0405898035937
196.6526657389995 1307.118074536572
1003.2157719276831 492.56617232044044
195.6951050152059 1297.2224289076153
1514.4099305740567 785.3076941945828
98.11937112929625 423.78681186870386
1498.774581968858 807.7260809901339
1202.1378462562172 1003.8674298022628
1007.0493888652163 483.24253075483614
1314.449406628534 1500.5070292594885
